start,stop,width_mv,slope_mv,i0_a,log_i0_a,residue,tafel_r2,lsv_r2,threshold
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.9
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.901
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.902
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.903
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.904
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.905
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.906
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.907
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.908
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.909
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.91
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.911
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.912
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.913
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.914
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.915
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.916
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.917
221,232,10.0,354.1277088565747,1.1535519121149242e-05,-4.937962856593464,4.709325942121916e-05,0.945554666586209,0.9431330531989021,0.918
